REF_DATE,GEO,Gender,Type of corporation,Industry,VALUE
2016,British Columbia,Men,Total all corporations,Management of companies and enterprises,74.0
2016,British Columbia,Men,Total all corporations,Management of companies and enterprises,89.0
2016,British Columbia,Men,Total all corporations,Management of companies and enterprises,39.0
2016,British Columbia,Men,Total all corporations,Management of companies and enterprises,50.0
2016,British Columbia,Men,Total all corporations,Management of companies and enterprises,221.0
2016,British Columbia,Men,Total all corporations,Management of companies and enterprises,31.0
2016,British Columbia,Men,Total all corporations,Management of companies and enterprises,9.0
2016,British Columbia,Men,Total all corporations,Management of companies and enterprises,22.0
2016,British Columbia,Men,Total all corporations,Management of companies and enterprises,27.0
2016,British Columbia,Men,Total all corporations,Distributive trade,166.0
2016,British Columbia,Men,Total all corporations,Distributive trade,54.0
2016,British Columbia,Men,Total all corporations,Distributive trade,11.0
2016,British Columbia,Men,Total all corporations,Distributive trade,43.0
2016,British Columbia,Men,Total all corporations,Distributive trade,29.0
2016,British Columbia,Men,Total all corporations,Distributive trade,4.0
2016,British Columbia,Men,Total all corporations,Distributive trade,1.0
2016,British Columbia,Men,Total all corporations,Distributive trade,3.0
2016,British Columbia,Men,Total all corporations,Distributive trade,58.0
2016,British Columbia,Men,Total all corporations,Distributive trade,5.0
2016,British Columbia,Men,Total all corporations,Distributive trade,0.0
2016,British Columbia,Men,Total all corporations,Distributive trade,5.0
2016,British Columbia,Men,Total all corporations,Distributive trade,47.0
2016,British Columbia,Men,Total all corporations,Distributive trade,10.0
2016,British Columbia,Men,Total all corporations,Distributive trade,3.0
2016,British Columbia,Men,Total all corporations,Distributive trade,7.0
2016,British Columbia,Men,Total all corporations,Distributive trade,18.0
2016,British Columbia,Men,Total all corporations,Distributive trade,35.0
2016,British Columbia,Men,Total all corporations,Distributive trade,7.0
2016,British Columbia,Men,Total all corporations,Distributive trade,28.0
2016,British Columbia,Men,Total all corporations,Distributive trade,14.0
2016,British Columbia,Men,Total all corporations,Energy,124.0
2016,British Columbia,Men,Total all corporations,Energy,81.0
2016,British Columbia,Men,Total all corporations,Energy,29.0
2016,British Columbia,Men,Total all corporations,Energy,52.0
2016,British Columbia,Men,Total all corporations,Energy,23.0
2016,British Columbia,Men,Total all corporations,Energy,12.0
2016,British Columbia,Men,Total all corporations,Energy,3.0
2016,British Columbia,Men,Total all corporations,Energy,9.0
2016,British Columbia,Men,Total all corporations,Energy,14.0
2016,British Columbia,Men,Total all corporations,Energy,0.0
2016,British Columbia,Men,Total all corporations,Energy,0.0
2016,British Columbia,Men,Total all corporations,Energy,0.0
2016,British Columbia,Men,Total all corporations,Energy,18.0
2016,British Columbia,Men,Total all corporations,Energy,21.0
2016,British Columbia,Men,Total all corporations,Energy,6.0
2016,British Columbia,Men,Total all corporations,Energy,15.0
2016,British Columbia,Men,Total all corporations,Energy,69.0
2016,British Columbia,Men,Total all corporations,Energy,48.0
2016,British Columbia,Men,Total all corporations,Energy,20.0
2016,British Columbia,Men,Total all corporations,Energy,28.0
2016,British Columbia,Men,Total all corporations,Energy,0.0
2016,British Columbia,Men,Total all corporations,Manufacturing,99.0
2016,British Columbia,Men,Total all corporations,Manufacturing,82.0
2016,British Columbia,Men,Total all corporations,Manufacturing,49.0
2016,British Columbia,Men,Total all corporations,Manufacturing,33.0
2016,British Columbia,Men,Total all corporations,Manufacturing,19.0
2016,British Columbia,Men,Total all corporations,Manufacturing,3.0
2016,British Columbia,Men,Total all corporations,Manufacturing,1.0
2016,British Columbia,Men,Total all corporations,Manufacturing,2.0
2016,British Columbia,Men,Total all corporations,Manufacturing,19.0
2016,British Columbia,Men,Total all corporations,Manufacturing,3.0
2016,British Columbia,Men,Total all corporations,Manufacturing,2.0
2016,British Columbia,Men,Total all corporations,Manufacturing,1.0
2016,British Columbia,Men,Total all corporations,Manufacturing,14.0
2016,British Columbia,Men,Total all corporations,Manufacturing,7.0
2016,British Columbia,Men,Total all corporations,Manufacturing,5.0
2016,British Columbia,Men,Total all corporations,Manufacturing,2.0
2016,British Columbia,Men,Total all corporations,Manufacturing,42.0
2016,British Columbia,Men,Total all corporations,Manufacturing,69.0
2016,British Columbia,Men,Total all corporations,Manufacturing,41.0
2016,British Columbia,Men,Total all corporations,Manufacturing,28.0
2016,British Columbia,Men,Total all corporations,Manufacturing,5.0
2016,British Columbia,Men,Total all corporations,Construction,93.0
2016,British Columbia,Men,Total all corporations,Construction,101.0
2016,British Columbia,Men,Total all corporations,Construction,10.0
2016,British Columbia,Men,Total all corporations,Construction,91.0
2016,British Columbia,Men,Total all corporations,Construction,21.0
2016,British Columbia,Men,Total all corporations,Construction,23.0
2016,British Columbia,Men,Total all corporations,Construction,5.0
2016,British Columbia,Men,Total all corporations,Construction,18.0
2016,British Columbia,Men,Total all corporations,Construction,13.0
2016,British Columbia,Men,Total all corporations,Construction,9.0
2016,British Columbia,Men,Total all corporations,Construction,0.0
2016,British Columbia,Men,Total all corporations,Construction,9.0
2016,British Columbia,Men,Total all corporations,Construction,34.0
2016,British Columbia,Men,Total all corporations,Construction,11.0
2016,British Columbia,Men,Total all corporations,Construction,0.0
2016,British Columbia,Men,Total all corporations,Construction,11.0
2016,British Columbia,Men,Total all corporations,Construction,21.0
2016,British Columbia,Men,Total all corporations,Construction,58.0
2016,British Columbia,Men,Total all corporations,Construction,5.0
2016,British Columbia,Men,Total all corporations,Construction,53.0
2016,British Columbia,Men,Total all corporations,Construction,4.0
2016,British Columbia,Men,Total all corporations,Other industry,346.0
2016,British Columbia,Men,Total all corporations,Other industry,181.0
2016,British Columbia,Men,Total all corporations,Other industry,92.0
2016,British Columbia,Men,Total all corporations,Other industry,89.0
2016,British Columbia,Men,Total all corporations,Other industry,107.0
2016,British Columbia,Men,Total all corporations,Other industry,23.0
2016,British Columbia,Men,Total all corporations,Other industry,7.0
2016,British Columbia,Men,Total all corporations,Other industry,16.0
2016,British Columbia,Men,Total all corporations,Other industry,67.0
2016,British Columbia,Men,Total all corporations,Other industry,45.0
2016,British Columbia,Men,Total all corporations,Other industry,14.0
2016,British Columbia,Men,Total all corporations,Other industry,31.0
2016,British Columbia,Men,Total all corporations,Other industry,36.0
2016,British Columbia,Men,Total all corporations,Other industry,14.0
2016,British Columbia,Men,Total all corporations,Other industry,8.0
2016,British Columbia,Men,Total all corporations,Other industry,6.0
2016,British Columbia,Men,Total all corporations,Other industry,83.0
2016,British Columbia,Men,Total all corporations,Other industry,99.0
2016,British Columbia,Men,Total all corporations,Other industry,63.0
2016,British Columbia,Men,Total all corporations,Other industry,36.0
2016,British Columbia,Men,Total all corporations,Other industry,53.0
2016,British Columbia,Men,Total all corporations,Unclassified industry,132.0
2016,British Columbia,Men,Total all corporations,Unclassified industry,39.0
2016,British Columbia,Men,Total all corporations,Unclassified industry,16.0
2016,British Columbia,Men,Total all corporations,Unclassified industry,23.0
2016,British Columbia,Men,Total all corporations,Unclassified industry,32.0
2016,British Columbia,Men,Total all corporations,Unclassified industry,19.0
2016,British Columbia,Men,Total all corporations,Unclassified industry,9.0
2016,British Columbia,Men,Total all corporations,Unclassified industry,10.0
2016,British Columbia,Men,Total all corporations,Unclassified industry,21.0
2016,British Columbia,Men,Total all corporations,Unclassified industry,17.0
2016,British Columbia,Men,Total all corporations,Unclassified industry,6.0
2016,British Columbia,Men,Total all corporations,Unclassified industry,11.0
2016,British Columbia,Men,Total all corporations,Unclassified industry,29.0
2016,British Columbia,Men,Total all corporations,Unclassified industry,0.0
2016,British Columbia,Men,Total all corporations,Unclassified industry,0.0
2016,British Columbia,Men,Total all corporations,Unclassified industry,0.0
2016,British Columbia,Men,Total all corporations,Unclassified industry,29.0
2016,British Columbia,Men,Total all corporations,Unclassified industry,3.0
2016,British Columbia,Men,Total all corporations,Unclassified industry,1.0
2016,British Columbia,Men,Total all corporations,Unclassified industry,2.0
2016,British Columbia,Men,Total all corporations,Unclassified industry,21.0
2016,Yukon,Women,Total all corporations,Finance,0.0
2016,Yukon,Women,Total all corporations,Finance,0.0
2016,Yukon,Women,Total all corporations,Finance,0.0
2016,Yukon,Women,Total all corporations,Finance,0.0
2016,Yukon,Women,Total all corporations,Finance,0.0
2016,Yukon,Women,Total all corporations,Finance,0.0
2016,Yukon,Women,Total all corporations,Finance,0.0
2016,Yukon,Women,Total all corporations,Finance,0.0
2016,Yukon,Women,Total all corporations,Finance,0.0
2016,Yukon,Women,Total all corporations,Finance,0.0
2016,Yukon,Women,Total all corporations,Finance,0.0
2016,Yukon,Women,Total all corporations,Finance,0.0
2016,Yukon,Women,Total all corporations,Finance,0.0
2016,Yukon,Women,Total all corporations,Finance,0.0
2016,Yukon,Women,Total all corporations,Finance,0.0
2016,Yukon,Women,Total all corporations,Finance,0.0
2016,Yukon,Women,Total all corporations,Finance,0.0
2016,Yukon,Women,Total all corporations,Finance,0.0
2016,Yukon,Women,Total all corporations,Finance,0.0
2016,Yukon,Women,Total all corporations,Finance,0.0
2016,Yukon,Women,Total all corporations,Finance,0.0
2016,Yukon,Women,Total all corporations,Utilities,0.0
2016,Yukon,Women,Total all corporations,Utilities,0.0
2016,Yukon,Women,Total all corporations,Utilities,0.0
2016,Yukon,Women,Total all corporations,Utilities,0.0
2016,Yukon,Women,Total all corporations,Utilities,0.0
2016,Yukon,Women,Total all corporations,Utilities,0.0
2016,Yukon,Women,Total all corporations,Utilities,0.0
2016,Yukon,Women,Total all corporations,Utilities,0.0
2016,Yukon,Women,Total all corporations,Utilities,0.0
2016,Yukon,Women,Total all corporations,Utilities,0.0
2016,Yukon,Women,Total all corporations,Utilities,0.0
2016,Yukon,Women,Total all corporations,Utilities,0.0
2016,Yukon,Women,Total all corporations,Utilities,0.0
2016,Yukon,Women,Total all corporations,Utilities,0.0
2016,Yukon,Women,Total all corporations,Utilities,0.0
2016,Yukon,Women,Total all corporations,Utilities,0.0
2016,Yukon,Women,Total all corporations,Utilities,0.0
2016,Yukon,Women,Total all corporations,Utilities,0.0
2016,Yukon,Women,Total all corporations,Utilities,0.0
2016,Yukon,Women,Total all corporations,Utilities,0.0
2016,Yukon,Women,Total all corporations,Utilities,0.0
2016,Yukon,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Women,Total all corporations,Distributive trade,0.0
2016,Yukon,Women,Total all corporations,Distributive trade,0.0
2016,Yukon,Women,Total all corporations,Distributive trade,0.0
2016,Yukon,Women,Total all corporations,Distributive trade,0.0
2016,Yukon,Women,Total all corporations,Distributive trade,0.0
2016,Yukon,Women,Total all corporations,Distributive trade,0.0
2016,Yukon,Women,Total all corporations,Distributive trade,0.0
2016,Yukon,Women,Total all corporations,Distributive trade,0.0
2016,Yukon,Women,Total all corporations,Distributive trade,0.0
2016,Yukon,Women,Total all corporations,Distributive trade,0.0
2016,Yukon,Women,Total all corporations,Distributive trade,0.0
2016,Yukon,Women,Total all corporations,Distributive trade,0.0
2016,Yukon,Women,Total all corporations,Distributive trade,0.0
2016,Yukon,Women,Total all corporations,Distributive trade,0.0
2016,Yukon,Women,Total all corporations,Distributive trade,0.0
2016,Yukon,Women,Total all corporations,Distributive trade,0.0
2016,Yukon,Women,Total all corporations,Distributive trade,0.0
2016,Yukon,Women,Total all corporations,Distributive trade,0.0
2016,Yukon,Women,Total all corporations,Distributive trade,0.0
2016,Yukon,Women,Total all corporations,Distributive trade,0.0
2016,Yukon,Women,Total all corporations,Distributive trade,0.0
2016,Yukon,Women,Total all corporations,Energy,0.0
2016,Yukon,Women,Total all corporations,Energy,0.0
2016,Yukon,Women,Total all corporations,Energy,0.0
2016,Yukon,Women,Total all corporations,Energy,0.0
2016,Yukon,Women,Total all corporations,Energy,0.0
2016,Yukon,Women,Total all corporations,Energy,0.0
2016,Yukon,Women,Total all corporations,Energy,0.0
2016,Yukon,Women,Total all corporations,Energy,0.0
2016,Yukon,Women,Total all corporations,Energy,0.0
2016,Yukon,Women,Total all corporations,Energy,0.0
2016,Yukon,Women,Total all corporations,Energy,0.0
2016,Yukon,Women,Total all corporations,Energy,0.0
2016,Yukon,Women,Total all corporations,Energy,0.0
2016,Yukon,Women,Total all corporations,Energy,0.0
2016,Yukon,Women,Total all corporations,Energy,0.0
2016,Yukon,Women,Total all corporations,Energy,0.0
2016,Yukon,Women,Total all corporations,Energy,0.0
2016,Yukon,Women,Total all corporations,Energy,0.0
2016,Yukon,Women,Total all corporations,Energy,0.0
2016,Yukon,Women,Total all corporations,Energy,0.0
2016,Yukon,Women,Total all corporations,Energy,0.0
2016,Yukon,Women,Total all corporations,Manufacturing,0.0
2016,Yukon,Women,Total all corporations,Manufacturing,0.0
2016,Yukon,Women,Total all corporations,Manufacturing,0.0
2016,Yukon,Women,Total all corporations,Manufacturing,0.0
2016,Yukon,Women,Total all corporations,Manufacturing,0.0
2016,Yukon,Women,Total all corporations,Manufacturing,0.0
2016,Yukon,Women,Total all corporations,Manufacturing,0.0
2016,Yukon,Women,Total all corporations,Manufacturing,0.0
2016,Yukon,Women,Total all corporations,Manufacturing,0.0
2016,Yukon,Women,Total all corporations,Manufacturing,0.0
2016,Yukon,Women,Total all corporations,Manufacturing,0.0
2016,Yukon,Women,Total all corporations,Manufacturing,0.0
2016,Yukon,Women,Total all corporations,Manufacturing,0.0
2016,Yukon,Women,Total all corporations,Manufacturing,0.0
2016,Yukon,Women,Total all corporations,Manufacturing,0.0
2016,Yukon,Women,Total all corporations,Manufacturing,0.0
2016,Yukon,Women,Total all corporations,Manufacturing,0.0
2016,Yukon,Women,Total all corporations,Manufacturing,0.0
2016,Yukon,Women,Total all corporations,Manufacturing,0.0
2016,Yukon,Women,Total all corporations,Manufacturing,0.0
2016,Yukon,Women,Total all corporations,Manufacturing,0.0
2016,Yukon,Women,Total all corporations,Construction,0.0
2016,Yukon,Women,Total all corporations,Construction,0.0
2016,Yukon,Women,Total all corporations,Construction,0.0
2016,Yukon,Women,Total all corporations,Construction,0.0
2016,Yukon,Women,Total all corporations,Construction,0.0
2016,Yukon,Women,Total all corporations,Construction,0.0
2016,Yukon,Women,Total all corporations,Construction,0.0
2016,Yukon,Women,Total all corporations,Construction,0.0
2016,Yukon,Women,Total all corporations,Construction,0.0
2016,Yukon,Women,Total all corporations,Construction,0.0
2016,Yukon,Women,Total all corporations,Construction,0.0
2016,Yukon,Women,Total all corporations,Construction,0.0
2016,Yukon,Women,Total all corporations,Construction,0.0
2016,Yukon,Women,Total all corporations,Construction,0.0
2016,Yukon,Women,Total all corporations,Construction,0.0
2016,Yukon,Women,Total all corporations,Construction,0.0
2016,Yukon,Women,Total all corporations,Construction,0.0
2016,Yukon,Women,Total all corporations,Construction,0.0
2016,Yukon,Women,Total all corporations,Construction,0.0
2016,Yukon,Women,Total all corporations,Construction,0.0
2016,Yukon,Women,Total all corporations,Construction,0.0
2016,Yukon,Women,Total all corporations,Other industry,0.0
2016,Yukon,Women,Total all corporations,Other industry,0.0
2016,Yukon,Women,Total all corporations,Other industry,0.0
2016,Yukon,Women,Total all corporations,Other industry,0.0
2016,Yukon,Women,Total all corporations,Other industry,0.0
2016,Yukon,Women,Total all corporations,Other industry,0.0
2016,Yukon,Women,Total all corporations,Other industry,0.0
2016,Yukon,Women,Total all corporations,Other industry,0.0
2016,Yukon,Women,Total all corporations,Other industry,0.0
2016,Yukon,Women,Total all corporations,Other industry,0.0
2016,Yukon,Women,Total all corporations,Other industry,0.0
2016,Yukon,Women,Total all corporations,Other industry,0.0
2016,Yukon,Women,Total all corporations,Other industry,0.0
2016,Yukon,Women,Total all corporations,Other industry,0.0
2016,Yukon,Women,Total all corporations,Other industry,0.0
2016,Yukon,Women,Total all corporations,Other industry,0.0
2016,Yukon,Women,Total all corporations,Other industry,0.0
2016,Yukon,Women,Total all corporations,Other industry,0.0
2016,Yukon,Women,Total all corporations,Other industry,0.0
2016,Yukon,Women,Total all corporations,Other industry,0.0
2016,Yukon,Women,Total all corporations,Other industry,0.0
2016,Yukon,Women,Total all corporations,Unclassified industry,0.0
2016,Yukon,Women,Total all corporations,Unclassified industry,0.0
2016,Yukon,Women,Total all corporations,Unclassified industry,0.0
2016,Yukon,Women,Total all corporations,Unclassified industry,0.0
2016,Yukon,Women,Total all corporations,Unclassified industry,0.0
2016,Yukon,Women,Total all corporations,Unclassified industry,0.0
2016,Yukon,Women,Total all corporations,Unclassified industry,0.0
2016,Yukon,Women,Total all corporations,Unclassified industry,0.0
2016,Yukon,Women,Total all corporations,Unclassified industry,0.0
2016,Yukon,Women,Total all corporations,Unclassified industry,0.0
2016,Yukon,Women,Total all corporations,Unclassified industry,0.0
2016,Yukon,Women,Total all corporations,Unclassified industry,0.0
2016,Yukon,Women,Total all corporations,Unclassified industry,0.0
2016,Yukon,Women,Total all corporations,Unclassified industry,0.0
2016,Yukon,Women,Total all corporations,Unclassified industry,0.0
2016,Yukon,Women,Total all corporations,Unclassified industry,0.0
2016,Yukon,Women,Total all corporations,Unclassified industry,0.0
2016,Yukon,Women,Total all corporations,Unclassified industry,0.0
2016,Yukon,Women,Total all corporations,Unclassified industry,0.0
2016,Yukon,Women,Total all corporations,Unclassified industry,0.0
2016,Yukon,Women,Total all corporations,Unclassified industry,0.0
2016,Yukon,Men,Total all corporations,Finance,0.0
2016,Yukon,Men,Total all corporations,Finance,0.0
2016,Yukon,Men,Total all corporations,Finance,0.0
2016,Yukon,Men,Total all corporations,Finance,0.0
2016,Yukon,Men,Total all corporations,Finance,0.0
2016,Yukon,Men,Total all corporations,Finance,0.0
2016,Yukon,Men,Total all corporations,Finance,0.0
2016,Yukon,Men,Total all corporations,Finance,0.0
2016,Yukon,Men,Total all corporations,Finance,0.0
2016,Yukon,Men,Total all corporations,Finance,0.0
2016,Yukon,Men,Total all corporations,Finance,0.0
2016,Yukon,Men,Total all corporations,Finance,0.0
2016,Yukon,Men,Total all corporations,Finance,0.0
2016,Yukon,Men,Total all corporations,Finance,0.0
2016,Yukon,Men,Total all corporations,Finance,0.0
2016,Yukon,Men,Total all corporations,Finance,0.0
2016,Yukon,Men,Total all corporations,Finance,0.0
2016,Yukon,Men,Total all corporations,Finance,0.0
2016,Yukon,Men,Total all corporations,Finance,0.0
2016,Yukon,Men,Total all corporations,Finance,0.0
2016,Yukon,Men,Total all corporations,Finance,0.0
2016,Yukon,Men,Total all corporations,Utilities,0.0
2016,Yukon,Men,Total all corporations,Utilities,0.0
2016,Yukon,Men,Total all corporations,Utilities,0.0
2016,Yukon,Men,Total all corporations,Utilities,0.0
2016,Yukon,Men,Total all corporations,Utilities,0.0
2016,Yukon,Men,Total all corporations,Utilities,0.0
2016,Yukon,Men,Total all corporations,Utilities,0.0
2016,Yukon,Men,Total all corporations,Utilities,0.0
2016,Yukon,Men,Total all corporations,Utilities,0.0
2016,Yukon,Men,Total all corporations,Utilities,0.0
2016,Yukon,Men,Total all corporations,Utilities,0.0
2016,Yukon,Men,Total all corporations,Utilities,0.0
2016,Yukon,Men,Total all corporations,Utilities,0.0
2016,Yukon,Men,Total all corporations,Utilities,0.0
2016,Yukon,Men,Total all corporations,Utilities,0.0
2016,Yukon,Men,Total all corporations,Utilities,0.0
2016,Yukon,Men,Total all corporations,Utilities,0.0
2016,Yukon,Men,Total all corporations,Utilities,0.0
2016,Yukon,Men,Total all corporations,Utilities,0.0
2016,Yukon,Men,Total all corporations,Utilities,0.0
2016,Yukon,Men,Total all corporations,Utilities,0.0
2016,Yukon,Men,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Men,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Men,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Men,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Men,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Men,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Men,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Men,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Men,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Men,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Men,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Men,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Men,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Men,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Men,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Men,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Men,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Men,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Men,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Men,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Men,Total all corporations,Management of companies and enterprises,0.0
2016,Yukon,Men,Total all corporations,Distributive trade,0.0
2016,Yukon,Men,Total all corporations,Distributive trade,0.0
2016,Yukon,Men,Total all corporations,Distributive trade,0.0
2016,Yukon,Men,Total all corporations,Distributive trade,0.0
2016,Yukon,Men,Total all corporations,Distributive trade,0.0
2016,Yukon,Men,Total all corporations,Distributive trade,0.0
2016,Yukon,Men,Total all corporations,Distributive trade,0.0
2016,Yukon,Men,Total all corporations,Distributive trade,0.0
2016,Yukon,Men,Total all corporations,Distributive trade,0.0
2016,Yukon,Men,Total all corporations,Distributive trade,0.0
2016,Yukon,Men,Total all corporations,Distributive trade,0.0
2016,Yukon,Men,Total all corporations,Distributive trade,0.0
2016,Yukon,Men,Total all corporations,Distributive trade,0.0
2016,Yukon,Men,Total all corporations,Distributive trade,0.0
2016,Yukon,Men,Total all corporations,Distributive trade,0.0
2016,Yukon,Men,Total all corporations,Distributive trade,0.0
2016,Yukon,Men,Total all corporations,Distributive trade,0.0
2016,Yukon,Men,Total all corporations,Distributive trade,0.0
2016,Yukon,Men,Total all corporations,Distributive trade,0.0
2016,Yukon,Men,Total all corporations,Distributive trade,0.0
2016,Yukon,Men,Total all corporations,Distributive trade,0.0
2016,Yukon,Men,Total all corporations,Energy,0.0
2016,Yukon,Men,Total all corporations,Energy,0.0
2016,Yukon,Men,Total all corporations,Energy,0.0
2016,Yukon,Men,Total all corporations,Energy,0.0
2016,Yukon,Men,Total all corporations,Energy,0.0
2016,Yukon,Men,Total all corporations,Energy,0.0
2016,Yukon,Men,Total all corporations,Energy,0.0
2016,Yukon,Men,Total all corporations,Energy,0.0
2016,Yukon,Men,Total all corporations,Energy,0.0
2016,Yukon,Men,Total all corporations,Energy,0.0
2016,Yukon,Men,Total all corporations,Energy,0.0
2016,Yukon,Men,Total all corporations,Energy,0.0
2016,Yukon,Men,Total all corporations,Energy,0.0
2016,Yukon,Men,Total all corporations,Energy,0.0
2016,Yukon,Men,Total all corporations,Energy,0.0
2016,Yukon,Men,Total all corporations,Energy,0.0
2016,Yukon,Men,Total all corporations,Energy,0.0
2016,Yukon,Men,Total all corporations,Energy,0.0
2016,Yukon,Men,Total all corporations,Energy,0.0
2016,Yukon,Men,Total all corporations,Energy,0.0
2016,Yukon,Men,Total all corporations,Energy,0.0
2016,Yukon,Men,Total all corporations,Manufacturing,0.0
2016,Yukon,Men,Total all corporations,Manufacturing,0.0
2016,Yukon,Men,Total all corporations,Manufacturing,0.0
2016,Yukon,Men,Total all corporations,Manufacturing,0.0
2016,Yukon,Men,Total all corporations,Manufacturing,0.0
2016,Yukon,Men,Total all corporations,Manufacturing,0.0
2016,Yukon,Men,Total all corporations,Manufacturing,0.0
2016,Yukon,Men,Total all corporations,Manufacturing,0.0
2016,Yukon,Men,Total all corporations,Manufacturing,0.0
2016,Yukon,Men,Total all corporations,Manufacturing,0.0
2016,Yukon,Men,Total all corporations,Manufacturing,0.0
2016,Yukon,Men,Total all corporations,Manufacturing,0.0
2016,Yukon,Men,Total all corporations,Manufacturing,0.0
2016,Yukon,Men,Total all corporations,Manufacturing,0.0
2016,Yukon,Men,Total all corporations,Manufacturing,0.0
2016,Yukon,Men,Total all corporations,Manufacturing,0.0
2016,Yukon,Men,Total all corporations,Manufacturing,0.0
2016,Yukon,Men,Total all corporations,Manufacturing,0.0
2016,Yukon,Men,Total all corporations,Manufacturing,0.0
2016,Yukon,Men,Total all corporations,Manufacturing,0.0
2016,Yukon,Men,Total all corporations,Manufacturing,0.0
2016,Yukon,Men,Total all corporations,Construction,0.0
2016,Yukon,Men,Total all corporations,Construction,0.0
2016,Yukon,Men,Total all corporations,Construction,0.0
2016,Yukon,Men,Total all corporations,Construction,0.0
2016,Yukon,Men,Total all corporations,Construction,0.0
2016,Yukon,Men,Total all corporations,Construction,0.0
2016,Yukon,Men,Total all corporations,Construction,0.0
2016,Yukon,Men,Total all corporations,Construction,0.0
2016,Yukon,Men,Total all corporations,Construction,0.0
2016,Yukon,Men,Total all corporations,Construction,0.0
2016,Yukon,Men,Total all corporations,Construction,0.0
2016,Yukon,Men,Total all corporations,Construction,0.0
2016,Yukon,Men,Total all corporations,Construction,0.0
2016,Yukon,Men,Total all corporations,Construction,0.0
2016,Yukon,Men,Total all corporations,Construction,0.0
2016,Yukon,Men,Total all corporations,Construction,0.0
2016,Yukon,Men,Total all corporations,Construction,0.0
2016,Yukon,Men,Total all corporations,Construction,0.0
2016,Yukon,Men,Total all corporations,Construction,0.0
2016,Yukon,Men,Total all corporations,Construction,0.0
2016,Yukon,Men,Total all corporations,Construction,0.0
2016,Yukon,Men,Total all corporations,Other industry,0.0
2016,Yukon,Men,Total all corporations,Other industry,0.0
2016,Yukon,Men,Total all corporations,Other industry,0.0
2016,Yukon,Men,Total all corporations,Other industry,0.0
2016,Yukon,Men,Total all corporations,Other industry,0.0
2016,Yukon,Men,Total all corporations,Other industry,0.0
2016,Yukon,Men,Total all corporations,Other industry,0.0
2016,Yukon,Men,Total all corporations,Other industry,0.0
2016,Yukon,Men,Total all corporations,Other industry,0.0
2016,Yukon,Men,Total all corporations,Other industry,0.0
2016,Yukon,Men,Total all corporations,Other industry,0.0
2016,Yukon,Men,Total all corporations,Other industry,0.0
2016,Yukon,Men,Total all corporations,Other industry,0.0
2016,Yukon,Men,Total all corporations,Other industry,0.0
2016,Yukon,Men,Total all corporations,Other industry,0.0
2016,Yukon,Men,Total all corporations,Other industry,0.0
2016,Yukon,Men,Total all corporations,Other industry,0.0
2016,Yukon,Men,Total all corporations,Other industry,0.0
2016,Yukon,Men,Total all corporations,Other industry,0.0
2016,Yukon,Men,Total all corporations,Other industry,0.0
2016,Yukon,Men,Total all corporations,Other industry,0.0
2016,Yukon,Men,Total all corporations,Unclassified industry,0.0
