REF_DATE,Gender,GEO,VALUE,Industry,Type of corporation
2017,Men,Prince Edward Island,0.0,Construction,Government business entities
2017,Men,Prince Edward Island,0.0,Other industry,Government business entities
2017,Men,Prince Edward Island,0.0,Unclassified industry,Government business entities
2017,Men,Prince Edward Island,0.0,Total all industries,Publicly traded corporations
2017,Men,Prince Edward Island,0.0,Finance,Publicly traded corporations
2017,Men,Prince Edward Island,0.0,Utilities,Publicly traded corporations
2017,Men,Prince Edward Island,0.0,Management of companies and enterprises,Publicly traded corporations
2017,Men,Prince Edward Island,0.0,Distributive trade,Publicly traded corporations
2017,Men,Prince Edward Island,0.0,Energy,Publicly traded corporations
2017,Men,Prince Edward Island,0.0,Manufacturing,Publicly traded corporations
2017,Men,Prince Edward Island,0.0,Construction,Publicly traded corporations
2017,Men,Prince Edward Island,0.0,Other industry,Publicly traded corporations
2017,Men,Prince Edward Island,0.0,Unclassified industry,Publicly traded corporations
2017,Men,Prince Edward Island,13.0,Total all industries,Private enterprises
2017,Men,Prince Edward Island,0.0,Finance,Private enterprises
2017,Men,Prince Edward Island,3.0,Utilities,Private enterprises
2017,Men,Prince Edward Island,0.0,Management of companies and enterprises,Private enterprises
2017,Men,Prince Edward Island,0.0,Distributive trade,Private enterprises
2017,Men,Prince Edward Island,0.0,Energy,Private enterprises
2017,Men,Prince Edward Island,5.0,Manufacturing,Private enterprises
2017,Men,Prince Edward Island,0.0,Construction,Private enterprises
2017,Men,Prince Edward Island,5.0,Other industry,Private enterprises
2017,Men,Prince Edward Island,0.0,Unclassified industry,Private enterprises
2017,Men,Prince Edward Island,0.0,Total all industries,Unclassified enterprises
2017,Men,Prince Edward Island,0.0,Finance,Unclassified enterprises
2017,Men,Prince Edward Island,0.0,Utilities,Unclassified enterprises
2017,Men,Prince Edward Island,0.0,Management of companies and enterprises,Unclassified enterprises
2017,Men,Prince Edward Island,0.0,Distributive trade,Unclassified enterprises
2017,Men,Prince Edward Island,0.0,Energy,Unclassified enterprises
2017,Men,Prince Edward Island,0.0,Manufacturing,Unclassified enterprises
2017,Men,Prince Edward Island,0.0,Construction,Unclassified enterprises
2017,Men,Prince Edward Island,0.0,Other industry,Unclassified enterprises
2017,Men,Prince Edward Island,0.0,Unclassified industry,Unclassified enterprises
2017,Women,Nova Scotia,105.0,Total all industries,Total all corporations
2017,Women,Nova Scotia,18.0,Finance,Total all corporations
2017,Women,Nova Scotia,0.0,Utilities,Total all corporations
2017,Women,Nova Scotia,31.0,Management of companies and enterprises,Total all corporations
2017,Women,Nova Scotia,13.0,Distributive trade,Total all corporations
2017,Women,Nova Scotia,0.0,Energy,Total all corporations
2017,Women,Nova Scotia,9.0,Manufacturing,Total all corporations
2017,Women,Nova Scotia,1.0,Construction,Total all corporations
2017,Women,Nova Scotia,33.0,Other industry,Total all corporations
2017,Women,Nova Scotia,0.0,Unclassified industry,Total all corporations
2017,Women,Nova Scotia,0.0,Total all industries,Government business entities
2017,Women,Nova Scotia,0.0,Finance,Government business entities
2017,Women,Nova Scotia,0.0,Utilities,Government business entities
2017,Women,Nova Scotia,0.0,Management of companies and enterprises,Government business entities
2017,Women,Nova Scotia,0.0,Distributive trade,Government business entities
2017,Women,Nova Scotia,0.0,Energy,Government business entities
2017,Women,Nova Scotia,0.0,Manufacturing,Government business entities
2017,Women,Nova Scotia,0.0,Construction,Government business entities
2017,Women,Nova Scotia,0.0,Other industry,Government business entities
2017,Women,Nova Scotia,0.0,Unclassified industry,Government business entities
2017,Women,Nova Scotia,2.0,Total all industries,Publicly traded corporations
2017,Women,Nova Scotia,0.0,Finance,Publicly traded corporations
2017,Women,Nova Scotia,0.0,Utilities,Publicly traded corporations
2017,Women,Nova Scotia,1.0,Management of companies and enterprises,Publicly traded corporations
2017,Women,Nova Scotia,0.0,Distributive trade,Publicly traded corporations
2017,Women,Nova Scotia,0.0,Energy,Publicly traded corporations
2017,Women,Nova Scotia,1.0,Manufacturing,Publicly traded corporations
2017,Women,Nova Scotia,0.0,Construction,Publicly traded corporations
2017,Women,Nova Scotia,0.0,Other industry,Publicly traded corporations
2017,Women,Nova Scotia,0.0,Unclassified industry,Publicly traded corporations
2017,Women,Nova Scotia,103.0,Total all industries,Private enterprises
2017,Women,Nova Scotia,18.0,Finance,Private enterprises
2017,Women,Nova Scotia,0.0,Utilities,Private enterprises
2017,Women,Nova Scotia,30.0,Management of companies and enterprises,Private enterprises
2017,Women,Nova Scotia,13.0,Distributive trade,Private enterprises
2017,Women,Nova Scotia,0.0,Energy,Private enterprises
2017,Women,Nova Scotia,8.0,Manufacturing,Private enterprises
2017,Women,Nova Scotia,1.0,Construction,Private enterprises
2017,Women,Nova Scotia,33.0,Other industry,Private enterprises
2017,Women,Nova Scotia,0.0,Unclassified industry,Private enterprises
2017,Women,Nova Scotia,0.0,Total all industries,Unclassified enterprises
2017,Women,Nova Scotia,0.0,Finance,Unclassified enterprises
2017,Women,Nova Scotia,0.0,Utilities,Unclassified enterprises
2017,Women,Nova Scotia,0.0,Management of companies and enterprises,Unclassified enterprises
2017,Women,Nova Scotia,0.0,Distributive trade,Unclassified enterprises
2017,Women,Nova Scotia,0.0,Energy,Unclassified enterprises
2017,Women,Nova Scotia,0.0,Manufacturing,Unclassified enterprises
2017,Women,Nova Scotia,0.0,Construction,Unclassified enterprises
2017,Women,Nova Scotia,0.0,Other industry,Unclassified enterprises
2017,Women,Nova Scotia,0.0,Unclassified industry,Unclassified enterprises
2017,Men,Nova Scotia,173.0,Total all industries,Total all corporations
2017,Men,Nova Scotia,17.0,Finance,Total all corporations
2017,Men,Nova Scotia,0.0,Utilities,Total all corporations
2017,Men,Nova Scotia,56.0,Management of companies and enterprises,Total all corporations
2017,Men,Nova Scotia,21.0,Distributive trade,Total all corporations
2017,Men,Nova Scotia,0.0,Energy,Total all corporations
2017,Men,Nova Scotia,21.0,Manufacturing,Total all corporations
2017,Men,Nova Scotia,1.0,Construction,Total all corporations
2017,Men,Nova Scotia,53.0,Other industry,Total all corporations
2017,Men,Nova Scotia,4.0,Unclassified industry,Total all corporations
2017,Men,Nova Scotia,0.0,Total all industries,Government business entities
2017,Men,Nova Scotia,0.0,Finance,Government business entities
2017,Men,Nova Scotia,0.0,Utilities,Government business entities
2017,Men,Nova Scotia,0.0,Management of companies and enterprises,Government business entities
2017,Men,Nova Scotia,0.0,Distributive trade,Government business entities
2017,Men,Nova Scotia,0.0,Energy,Government business entities
2017,Men,Nova Scotia,0.0,Manufacturing,Government business entities
2017,Men,Nova Scotia,0.0,Construction,Government business entities
2017,Men,Nova Scotia,0.0,Other industry,Government business entities
2017,Men,Nova Scotia,0.0,Unclassified industry,Government business entities
2017,Men,Nova Scotia,9.0,Total all industries,Publicly traded corporations
2017,Men,Nova Scotia,0.0,Finance,Publicly traded corporations
2017,Men,Nova Scotia,0.0,Utilities,Publicly traded corporations
2017,Men,Nova Scotia,5.0,Management of companies and enterprises,Publicly traded corporations
2017,Men,Nova Scotia,0.0,Distributive trade,Publicly traded corporations
2017,Men,Nova Scotia,0.0,Energy,Publicly traded corporations
2017,Men,Nova Scotia,1.0,Manufacturing,Publicly traded corporations
2017,Men,Nova Scotia,0.0,Construction,Publicly traded corporations
2017,Men,Nova Scotia,0.0,Other industry,Publicly traded corporations
2017,Men,Nova Scotia,3.0,Unclassified industry,Publicly traded corporations
2017,Men,Nova Scotia,164.0,Total all industries,Private enterprises
2017,Men,Nova Scotia,17.0,Finance,Private enterprises
2017,Men,Nova Scotia,0.0,Utilities,Private enterprises
2017,Men,Nova Scotia,51.0,Management of companies and enterprises,Private enterprises
2017,Men,Nova Scotia,21.0,Distributive trade,Private enterprises
2017,Men,Nova Scotia,0.0,Energy,Private enterprises
2017,Men,Nova Scotia,20.0,Manufacturing,Private enterprises
2017,Men,Nova Scotia,1.0,Construction,Private enterprises
2017,Men,Nova Scotia,53.0,Other industry,Private enterprises
2017,Men,Nova Scotia,1.0,Unclassified industry,Private enterprises
2017,Men,Nova Scotia,0.0,Total all industries,Unclassified enterprises
2017,Men,Nova Scotia,0.0,Finance,Unclassified enterprises
2017,Men,Nova Scotia,0.0,Utilities,Unclassified enterprises
2017,Men,Nova Scotia,0.0,Management of companies and enterprises,Unclassified enterprises
2017,Men,Nova Scotia,0.0,Distributive trade,Unclassified enterprises
2017,Men,Nova Scotia,0.0,Energy,Unclassified enterprises
2017,Men,Nova Scotia,0.0,Manufacturing,Unclassified enterprises
2017,Men,Nova Scotia,0.0,Construction,Unclassified enterprises
2017,Men,Nova Scotia,0.0,Other industry,Unclassified enterprises
2017,Men,Nova Scotia,0.0,Unclassified industry,Unclassified enterprises
2017,Women,New Brunswick,32.0,Total all industries,Total all corporations
2017,Women,New Brunswick,4.0,Finance,Total all corporations
2017,Women,New Brunswick,0.0,Utilities,Total all corporations
2017,Women,New Brunswick,2.0,Management of companies and enterprises,Total all corporations
2017,Women,New Brunswick,0.0,Distributive trade,Total all corporations
2017,Women,New Brunswick,0.0,Energy,Total all corporations
2017,Women,New Brunswick,5.0,Manufacturing,Total all corporations
2017,Women,New Brunswick,6.0,Construction,Total all corporations
2017,Women,New Brunswick,14.0,Other industry,Total all corporations
2017,Women,New Brunswick,1.0,Unclassified industry,Total all corporations
2017,Women,New Brunswick,0.0,Total all industries,Government business entities
2017,Women,New Brunswick,0.0,Finance,Government business entities
2017,Women,New Brunswick,0.0,Utilities,Government business entities
2017,Women,New Brunswick,0.0,Management of companies and enterprises,Government business entities
2017,Women,New Brunswick,0.0,Distributive trade,Government business entities
2017,Women,New Brunswick,0.0,Energy,Government business entities
2017,Women,New Brunswick,0.0,Manufacturing,Government business entities
2017,Women,New Brunswick,0.0,Construction,Government business entities
2017,Women,New Brunswick,0.0,Other industry,Government business entities
2017,Women,New Brunswick,0.0,Unclassified industry,Government business entities
2017,Women,New Brunswick,0.0,Total all industries,Publicly traded corporations
2017,Women,New Brunswick,0.0,Finance,Publicly traded corporations
2017,Women,New Brunswick,0.0,Utilities,Publicly traded corporations
2017,Women,New Brunswick,0.0,Management of companies and enterprises,Publicly traded corporations
2017,Women,New Brunswick,0.0,Distributive trade,Publicly traded corporations
2017,Women,New Brunswick,0.0,Energy,Publicly traded corporations
2017,Women,New Brunswick,0.0,Manufacturing,Publicly traded corporations
2017,Women,New Brunswick,0.0,Construction,Publicly traded corporations
2017,Women,New Brunswick,0.0,Other industry,Publicly traded corporations
2017,Women,New Brunswick,0.0,Unclassified industry,Publicly traded corporations
2017,Women,New Brunswick,32.0,Total all industries,Private enterprises
2017,Women,New Brunswick,4.0,Finance,Private enterprises
2017,Women,New Brunswick,0.0,Utilities,Private enterprises
2017,Women,New Brunswick,2.0,Management of companies and enterprises,Private enterprises
2017,Women,New Brunswick,0.0,Distributive trade,Private enterprises
2017,Women,New Brunswick,0.0,Energy,Private enterprises
2017,Women,New Brunswick,5.0,Manufacturing,Private enterprises
2017,Women,New Brunswick,6.0,Construction,Private enterprises
2017,Women,New Brunswick,14.0,Other industry,Private enterprises
2017,Women,New Brunswick,1.0,Unclassified industry,Private enterprises
2017,Women,New Brunswick,0.0,Total all industries,Unclassified enterprises
2017,Women,New Brunswick,0.0,Finance,Unclassified enterprises
2017,Women,New Brunswick,0.0,Utilities,Unclassified enterprises
2017,Women,New Brunswick,0.0,Management of companies and enterprises,Unclassified enterprises
2017,Women,New Brunswick,0.0,Distributive trade,Unclassified enterprises
2017,Women,New Brunswick,0.0,Energy,Unclassified enterprises
2017,Women,New Brunswick,0.0,Manufacturing,Unclassified enterprises
2017,Women,New Brunswick,0.0,Construction,Unclassified enterprises
2017,Women,New Brunswick,0.0,Other industry,Unclassified enterprises
2017,Women,New Brunswick,0.0,Unclassified industry,Unclassified enterprises
2017,Men,New Brunswick,169.0,Total all industries,Total all corporations
2017,Men,New Brunswick,6.0,Finance,Total all corporations
2017,Men,New Brunswick,5.0,Utilities,Total all corporations
2017,Men,New Brunswick,26.0,Management of companies and enterprises,Total all corporations
2017,Men,New Brunswick,10.0,Distributive trade,Total all corporations
2017,Men,New Brunswick,0.0,Energy,Total all corporations
2017,Men,New Brunswick,32.0,Manufacturing,Total all corporations
2017,Men,New Brunswick,10.0,Construction,Total all corporations
2017,Men,New Brunswick,74.0,Other industry,Total all corporations
2017,Men,New Brunswick,6.0,Unclassified industry,Total all corporations
2017,Men,New Brunswick,0.0,Total all industries,Government business entities
2017,Men,New Brunswick,0.0,Finance,Government business entities
2017,Men,New Brunswick,0.0,Utilities,Government business entities
2017,Men,New Brunswick,0.0,Management of companies and enterprises,Government business entities
2017,Men,New Brunswick,0.0,Distributive trade,Government business entities
2017,Men,New Brunswick,0.0,Energy,Government business entities
2017,Men,New Brunswick,0.0,Manufacturing,Government business entities
2017,Men,New Brunswick,0.0,Construction,Government business entities
2017,Men,New Brunswick,0.0,Other industry,Government business entities
2017,Men,New Brunswick,0.0,Unclassified industry,Government business entities
2017,Men,New Brunswick,0.0,Total all industries,Publicly traded corporations
2017,Men,New Brunswick,0.0,Finance,Publicly traded corporations
2017,Men,New Brunswick,0.0,Utilities,Publicly traded corporations
2017,Men,New Brunswick,0.0,Management of companies and enterprises,Publicly traded corporations
2017,Men,New Brunswick,0.0,Distributive trade,Publicly traded corporations
2017,Men,New Brunswick,0.0,Energy,Publicly traded corporations
2017,Men,New Brunswick,0.0,Manufacturing,Publicly traded corporations
2017,Men,New Brunswick,0.0,Construction,Publicly traded corporations
2017,Men,New Brunswick,0.0,Other industry,Publicly traded corporations
2017,Men,New Brunswick,0.0,Unclassified industry,Publicly traded corporations
2017,Men,New Brunswick,169.0,Total all industries,Private enterprises
2017,Men,New Brunswick,6.0,Finance,Private enterprises
2017,Men,New Brunswick,5.0,Utilities,Private enterprises
2017,Men,New Brunswick,26.0,Management of companies and enterprises,Private enterprises
2017,Men,New Brunswick,10.0,Distributive trade,Private enterprises
2017,Men,New Brunswick,0.0,Energy,Private enterprises
2017,Men,New Brunswick,32.0,Manufacturing,Private enterprises
2017,Men,New Brunswick,10.0,Construction,Private enterprises
2017,Men,New Brunswick,74.0,Other industry,Private enterprises
2017,Men,New Brunswick,6.0,Unclassified industry,Private enterprises
2017,Men,New Brunswick,0.0,Total all industries,Unclassified enterprises
2017,Men,New Brunswick,0.0,Finance,Unclassified enterprises
2017,Men,New Brunswick,0.0,Utilities,Unclassified enterprises
2017,Men,New Brunswick,0.0,Management of companies and enterprises,Unclassified enterprises
2017,Men,New Brunswick,0.0,Distributive trade,Unclassified enterprises
2017,Men,New Brunswick,0.0,Energy,Unclassified enterprises
2017,Men,New Brunswick,0.0,Manufacturing,Unclassified enterprises
2017,Men,New Brunswick,0.0,Construction,Unclassified enterprises
2017,Men,New Brunswick,0.0,Other industry,Unclassified enterprises
2017,Men,New Brunswick,0.0,Unclassified industry,Unclassified enterprises
2017,Women,Quebec,993.0,Total all industries,Total all corporations
2017,Women,Quebec,358.0,Finance,Total all corporations
2017,Women,Quebec,7.0,Utilities,Total all corporations
2017,Women,Quebec,175.0,Management of companies and enterprises,Total all corporations
2017,Women,Quebec,33.0,Distributive trade,Total all corporations
2017,Women,Quebec,8.0,Energy,Total all corporations
2017,Women,Quebec,37.0,Manufacturing,Total all corporations
2017,Women,Quebec,15.0,Construction,Total all corporations
2017,Women,Quebec,345.0,Other industry,Total all corporations
2017,Women,Quebec,15.0,Unclassified industry,Total all corporations
2017,Women,Quebec,16.0,Total all industries,Government business entities
2017,Women,Quebec,5.0,Finance,Government business entities
2017,Women,Quebec,0.0,Utilities,Government business entities
2017,Women,Quebec,0.0,Management of companies and enterprises,Government business entities
2017,Women,Quebec,1.0,Distributive trade,Government business entities
2017,Women,Quebec,0.0,Energy,Government business entities
2017,Women,Quebec,0.0,Manufacturing,Government business entities
2017,Women,Quebec,0.0,Construction,Government business entities
2017,Women,Quebec,10.0,Other industry,Government business entities
2017,Women,Quebec,0.0,Unclassified industry,Government business entities
2017,Women,Quebec,13.0,Total all industries,Publicly traded corporations
2017,Women,Quebec,6.0,Finance,Publicly traded corporations
2017,Women,Quebec,0.0,Utilities,Publicly traded corporations
2017,Women,Quebec,4.0,Management of companies and enterprises,Publicly traded corporations
2017,Women,Quebec,0.0,Distributive trade,Publicly traded corporations
2017,Women,Quebec,0.0,Energy,Publicly traded corporations
2017,Women,Quebec,0.0,Manufacturing,Publicly traded corporations
2017,Women,Quebec,0.0,Construction,Publicly traded corporations
2017,Women,Quebec,3.0,Other industry,Publicly traded corporations
2017,Women,Quebec,0.0,Unclassified industry,Publicly traded corporations
2017,Women,Quebec,964.0,Total all industries,Private enterprises
2017,Women,Quebec,347.0,Finance,Private enterprises
2017,Women,Quebec,7.0,Utilities,Private enterprises
2017,Women,Quebec,171.0,Management of companies and enterprises,Private enterprises
2017,Women,Quebec,32.0,Distributive trade,Private enterprises
2017,Women,Quebec,8.0,Energy,Private enterprises
2017,Women,Quebec,37.0,Manufacturing,Private enterprises
2017,Women,Quebec,15.0,Construction,Private enterprises
2017,Women,Quebec,332.0,Other industry,Private enterprises
2017,Women,Quebec,15.0,Unclassified industry,Private enterprises
2017,Women,Quebec,0.0,Total all industries,Unclassified enterprises
2017,Women,Quebec,0.0,Finance,Unclassified enterprises
2017,Women,Quebec,0.0,Utilities,Unclassified enterprises
2017,Women,Quebec,0.0,Management of companies and enterprises,Unclassified enterprises
2017,Women,Quebec,0.0,Distributive trade,Unclassified enterprises
2017,Women,Quebec,0.0,Energy,Unclassified enterprises
2017,Women,Quebec,0.0,Manufacturing,Unclassified enterprises
2017,Women,Quebec,0.0,Construction,Unclassified enterprises
2017,Women,Quebec,0.0,Other industry,Unclassified enterprises
2017,Women,Quebec,0.0,Unclassified industry,Unclassified enterprises
2017,Men,Quebec,1861.0,Total all industries,Total all corporations
2017,Men,Quebec,579.0,Finance,Total all corporations
2017,Men,Quebec,32.0,Utilities,Total all corporations
2017,Men,Quebec,326.0,Management of companies and enterprises,Total all corporations
2017,Men,Quebec,102.0,Distributive trade,Total all corporations
2017,Men,Quebec,36.0,Energy,Total all corporations
2017,Men,Quebec,149.0,Manufacturing,Total all corporations
2017,Men,Quebec,27.0,Construction,Total all corporations
2017,Men,Quebec,588.0,Other industry,Total all corporations
2017,Men,Quebec,22.0,Unclassified industry,Total all corporations
2017,Men,Quebec,8.0,Total all industries,Government business entities
2017,Men,Quebec,1.0,Finance,Government business entities
2017,Men,Quebec,0.0,Utilities,Government business entities
2017,Men,Quebec,0.0,Management of companies and enterprises,Government business entities
2017,Men,Quebec,0.0,Distributive trade,Government business entities
2017,Men,Quebec,0.0,Energy,Government business entities
2017,Men,Quebec,0.0,Manufacturing,Government business entities
2017,Men,Quebec,0.0,Construction,Government business entities
2017,Men,Quebec,7.0,Other industry,Government business entities
2017,Men,Quebec,0.0,Unclassified industry,Government business entities
2017,Men,Quebec,45.0,Total all industries,Publicly traded corporations
2017,Men,Quebec,26.0,Finance,Publicly traded corporations
2017,Men,Quebec,0.0,Utilities,Publicly traded corporations
2017,Men,Quebec,9.0,Management of companies and enterprises,Publicly traded corporations
2017,Men,Quebec,0.0,Distributive trade,Publicly traded corporations
2017,Men,Quebec,3.0,Energy,Publicly traded corporations
2017,Men,Quebec,0.0,Manufacturing,Publicly traded corporations
2017,Men,Quebec,1.0,Construction,Publicly traded corporations
2017,Men,Quebec,6.0,Other industry,Publicly traded corporations
2017,Men,Quebec,0.0,Unclassified industry,Publicly traded corporations
2017,Men,Quebec,1808.0,Total all industries,Private enterprises
2017,Men,Quebec,552.0,Finance,Private enterprises
2017,Men,Quebec,32.0,Utilities,Private enterprises
2017,Men,Quebec,317.0,Management of companies and enterprises,Private enterprises
2017,Men,Quebec,102.0,Distributive trade,Private enterprises
2017,Men,Quebec,33.0,Energy,Private enterprises
2017,Men,Quebec,149.0,Manufacturing,Private enterprises
2017,Men,Quebec,26.0,Construction,Private enterprises
2017,Men,Quebec,575.0,Other industry,Private enterprises
2017,Men,Quebec,22.0,Unclassified industry,Private enterprises
2017,Men,Quebec,0.0,Total all industries,Unclassified enterprises
2017,Men,Quebec,0.0,Finance,Unclassified enterprises
2017,Men,Quebec,0.0,Utilities,Unclassified enterprises
2017,Men,Quebec,0.0,Management of companies and enterprises,Unclassified enterprises
2017,Men,Quebec,0.0,Distributive trade,Unclassified enterprises
2017,Men,Quebec,0.0,Energy,Unclassified enterprises
2017,Men,Quebec,0.0,Manufacturing,Unclassified enterprises
2017,Men,Quebec,0.0,Construction,Unclassified enterprises
2017,Men,Quebec,0.0,Other industry,Unclassified enterprises
2017,Men,Quebec,0.0,Unclassified industry,Unclassified enterprises
2017,Women,Ontario,1897.0,Total all industries,Total all corporations
2017,Women,Ontario,1022.0,Finance,Total all corporations
2017,Women,Ontario,23.0,Utilities,Total all corporations
2017,Women,Ontario,279.0,Management of companies and enterprises,Total all corporations
2017,Women,Ontario,49.0,Distributive trade,Total all corporations
2017,Women,Ontario,11.0,Energy,Total all corporations
2017,Women,Ontario,46.0,Manufacturing,Total all corporations
2017,Women,Ontario,56.0,Construction,Total all corporations
2017,Women,Ontario,379.0,Other industry,Total all corporations
2017,Women,Ontario,32.0,Unclassified industry,Total all corporations
2017,Women,Ontario,1.0,Total all industries,Government business entities
2017,Women,Ontario,0.0,Finance,Government business entities
2017,Women,Ontario,0.0,Utilities,Government business entities
2017,Women,Ontario,0.0,Management of companies and enterprises,Government business entities
2017,Women,Ontario,0.0,Distributive trade,Government business entities
2017,Women,Ontario,0.0,Energy,Government business entities
2017,Women,Ontario,0.0,Manufacturing,Government business entities
2017,Women,Ontario,0.0,Construction,Government business entities
2017,Women,Ontario,1.0,Other industry,Government business entities
2017,Women,Ontario,0.0,Unclassified industry,Government business entities
2017,Women,Ontario,30.0,Total all industries,Publicly traded corporations
2017,Women,Ontario,14.0,Finance,Publicly traded corporations
2017,Women,Ontario,0.0,Utilities,Publicly traded corporations
2017,Women,Ontario,3.0,Management of companies and enterprises,Publicly traded corporations
2017,Women,Ontario,0.0,Distributive trade,Publicly traded corporations
2017,Women,Ontario,0.0,Energy,Publicly traded corporations
2017,Women,Ontario,2.0,Manufacturing,Publicly traded corporations
2017,Women,Ontario,1.0,Construction,Publicly traded corporations
2017,Women,Ontario,10.0,Other industry,Publicly traded corporations
2017,Women,Ontario,0.0,Unclassified industry,Publicly traded corporations
2017,Women,Ontario,1866.0,Total all industries,Private enterprises
2017,Women,Ontario,1008.0,Finance,Private enterprises
2017,Women,Ontario,23.0,Utilities,Private enterprises
2017,Women,Ontario,276.0,Management of companies and enterprises,Private enterprises
2017,Women,Ontario,49.0,Distributive trade,Private enterprises
2017,Women,Ontario,11.0,Energy,Private enterprises
2017,Women,Ontario,44.0,Manufacturing,Private enterprises
2017,Women,Ontario,55.0,Construction,Private enterprises
2017,Women,Ontario,368.0,Other industry,Private enterprises
2017,Women,Ontario,32.0,Unclassified industry,Private enterprises
2017,Women,Ontario,0.0,Total all industries,Unclassified enterprises
2017,Women,Ontario,0.0,Finance,Unclassified enterprises
2017,Women,Ontario,0.0,Utilities,Unclassified enterprises
2017,Women,Ontario,0.0,Management of companies and enterprises,Unclassified enterprises
2017,Women,Ontario,0.0,Distributive trade,Unclassified enterprises
2017,Women,Ontario,0.0,Energy,Unclassified enterprises
2017,Women,Ontario,0.0,Manufacturing,Unclassified enterprises
2017,Women,Ontario,0.0,Construction,Unclassified enterprises
2017,Women,Ontario,0.0,Other industry,Unclassified enterprises
2017,Women,Ontario,0.0,Unclassified industry,Unclassified enterprises
2017,Men,Ontario,4326.0,Total all industries,Total all corporations
2017,Men,Ontario,1928.0,Finance,Total all corporations
2017,Men,Ontario,72.0,Utilities,Total all corporations
2017,Men,Ontario,617.0,Management of companies and enterprises,Total all corporations
2017,Men,Ontario,144.0,Distributive trade,Total all corporations
2017,Men,Ontario,51.0,Energy,Total all corporations
2017,Men,Ontario,178.0,Manufacturing,Total all corporations
2017,Men,Ontario,242.0,Construction,Total all corporations
2017,Men,Ontario,1032.0,Other industry,Total all corporations
2017,Men,Ontario,62.0,Unclassified industry,Total all corporations
2017,Men,Ontario,3.0,Total all industries,Government business entities
2017,Men,Ontario,0.0,Finance,Government business entities
2017,Men,Ontario,0.0,Utilities,Government business entities
2017,Men,Ontario,0.0,Management of companies and enterprises,Government business entities
2017,Men,Ontario,0.0,Distributive trade,Government business entities
2017,Men,Ontario,0.0,Energy,Government business entities
2017,Men,Ontario,0.0,Manufacturing,Government business entities
2017,Men,Ontario,0.0,Construction,Government business entities
2017,Men,Ontario,3.0,Other industry,Government business entities
2017,Men,Ontario,0.0,Unclassified industry,Government business entities
2017,Men,Ontario,85.0,Total all industries,Publicly traded corporations
2017,Men,Ontario,43.0,Finance,Publicly traded corporations
2017,Men,Ontario,1.0,Utilities,Publicly traded corporations
2017,Men,Ontario,13.0,Management of companies and enterprises,Publicly traded corporations
2017,Men,Ontario,0.0,Distributive trade,Publicly traded corporations
2017,Men,Ontario,0.0,Energy,Publicly traded corporations
2017,Men,Ontario,7.0,Manufacturing,Publicly traded corporations
2017,Men,Ontario,2.0,Construction,Publicly traded corporations
2017,Men,Ontario,18.0,Other industry,Publicly traded corporations
2017,Men,Ontario,1.0,Unclassified industry,Publicly traded corporations
2017,Men,Ontario,4235.0,Total all industries,Private enterprises
2017,Men,Ontario,1885.0,Finance,Private enterprises
2017,Men,Ontario,71.0,Utilities,Private enterprises
2017,Men,Ontario,604.0,Management of companies and enterprises,Private enterprises
2017,Men,Ontario,144.0,Distributive trade,Private enterprises
2017,Men,Ontario,51.0,Energy,Private enterprises
2017,Men,Ontario,168.0,Manufacturing,Private enterprises
2017,Men,Ontario,240.0,Construction,Private enterprises
2017,Men,Ontario,1011.0,Other industry,Private enterprises
2017,Men,Ontario,61.0,Unclassified industry,Private enterprises
2017,Men,Ontario,3.0,Total all industries,Unclassified enterprises
2017,Men,Ontario,0.0,Finance,Unclassified enterprises
2017,Men,Ontario,0.0,Utilities,Unclassified enterprises
2017,Men,Ontario,0.0,Management of companies and enterprises,Unclassified enterprises
2017,Men,Ontario,0.0,Distributive trade,Unclassified enterprises
2017,Men,Ontario,0.0,Energy,Unclassified enterprises
2017,Men,Ontario,3.0,Manufacturing,Unclassified enterprises
2017,Men,Ontario,0.0,Construction,Unclassified enterprises
2017,Men,Ontario,0.0,Other industry,Unclassified enterprises
2017,Men,Ontario,0.0,Unclassified industry,Unclassified enterprises
2017,Women,Manitoba,109.0,Total all industries,Total all corporations
2017,Women,Manitoba,36.0,Finance,Total all corporations
2017,Women,Manitoba,0.0,Utilities,Total all corporations
2017,Women,Manitoba,17.0,Management of companies and enterprises,Total all corporations
2017,Women,Manitoba,16.0,Distributive trade,Total all corporations
2017,Women,Manitoba,1.0,Energy,Total all corporations
2017,Women,Manitoba,3.0,Manufacturing,Total all corporations
2017,Women,Manitoba,9.0,Construction,Total all corporations
2017,Women,Manitoba,27.0,Other industry,Total all corporations
2017,Women,Manitoba,0.0,Unclassified industry,Total all corporations
2017,Women,Manitoba,2.0,Total all industries,Government business entities
2017,Women,Manitoba,0.0,Finance,Government business entities
2017,Women,Manitoba,0.0,Utilities,Government business entities
2017,Women,Manitoba,0.0,Management of companies and enterprises,Government business entities
2017,Women,Manitoba,0.0,Distributive trade,Government business entities
2017,Women,Manitoba,0.0,Energy,Government business entities
2017,Women,Manitoba,0.0,Manufacturing,Government business entities
2017,Women,Manitoba,0.0,Construction,Government business entities
2017,Women,Manitoba,2.0,Other industry,Government business entities
2017,Women,Manitoba,0.0,Unclassified industry,Government business entities
2017,Women,Manitoba,1.0,Total all industries,Publicly traded corporations
2017,Women,Manitoba,0.0,Finance,Publicly traded corporations
2017,Women,Manitoba,0.0,Utilities,Publicly traded corporations
2017,Women,Manitoba,0.0,Management of companies and enterprises,Publicly traded corporations
